Lead_ID,Location,College,Year Of Study,Program Intrest,Lead Source
LD12761,Delhi,IIM A,1st,Computer Science,Linkedin
LD12762,Raipur,IIT Bombay,4th,Robotics,Google Form
LD12763,Hyderabad,VNIT Nagpur,1st,Human Resource,Linkedin
LD12764,Nagpur,IIT Bombay,2nd,Artificial Intelligence,Instagram
LD12765,Delhi,IIT Delhi,3rd,Finance,Linkedin
LD12766,Nagpur,IIM A,4th,Artificial Intelligence,College Colloboration
LD12767,Mumbai,IIIT Hyderabad,1st,Finance,Instagram
LD12768,Delhi,IIT Bombay,2nd,Computer Science,College Colloboration
LD12769,Hyderabad,Ramdeobaba Univerisity,3rd,Robotics,Instagram
LD12770,Delhi,IIM Bangalore,1st,Human Resource,Instagram
LD12771,Hyderabad,VNIT Nagpur,2nd,Artificial Intelligence,Linkedin
LD12772,Ahmedabad,IIM Bangalore,1st,Finance,College Colloboration
LD12773,Delhi,IIIT Hyderabad,1st,Human Resource,Google Form
LD12774,Nagpur,IIM A,4th,Computer Science,Whatsapp
LD12775,Mumbai,BIITS Raipur,1st,Finance,Google Form
LD12776,Hyderabad,VNIT Nagpur,4th,Data Science,Google Form
LD12777,Raipur,IIIT Hyderabad,2nd,Artificial Intelligence,Google Form
LD12778,Bangalore,BIITS Raipur,1st,Finance,College Colloboration
LD12779,Ahmedabad,IIM A,1st,Human Resource,Whatsapp
LD12780,Nagpur,BIITS Raipur,1st,Computer Science,Whatsapp
LD12781,Bangalore,IIT Delhi,3rd,Human Resource,Instagram
LD12782,Bangalore,IIM A,4th,Data Science,Linkedin
LD12783,Bangalore,VNIT Nagpur,2nd,Artificial Intelligence,Instagram
LD12784,Nagpur,IIM Bangalore,4th,Finance,Whatsapp
LD12785,Raipur,Ramdeobaba Univerisity,1st,Human Resource,Instagram
LD12786,Bangalore,Ramdeobaba Univerisity,4th,Finance,College Colloboration
LD12787,Delhi,IIT Delhi,3rd,Finance,Whatsapp
LD12788,Bangalore,IIM A,4th,Finance,College Colloboration
LD12789,Nagpur,IIIT Hyderabad,3rd,Finance,Google Form
LD12790,Delhi,IIT Delhi,2nd,Artificial Intelligence,Instagram
LD12791,Mumbai,IIT Delhi,3rd,Computer Science,Instagram
LD12792,Hyderabad,VNIT Nagpur,3rd,Robotics,Google Form
LD12793,Raipur,IIIT Hyderabad,3rd,Artificial Intelligence,Linkedin
LD12794,Mumbai,IIM Bangalore,3rd,Human Resource,Google Form
LD12795,Bangalore,IIM A,2nd,Finance,Google Form
LD12796,Mumbai,IIM A,1st,Human Resource,Linkedin
LD12797,Hyderabad,IIT Bombay,2nd,Finance,Instagram
LD12798,Raipur,IIT Delhi,3rd,Computer Science,Google Form
LD12799,Ahmedabad,IIT Bombay,3rd,Computer Science,Instagram
LD12800,Delhi,IIM A,2nd,Human Resource,Google Form
LD12801,Bangalore,VNIT Nagpur,3rd,Computer Science,Whatsapp
LD12802,Mumbai,IIM Bangalore,1st,Artificial Intelligence,Instagram
LD12803,Delhi,IIT Bombay,3rd,Artificial Intelligence,Whatsapp
LD12804,Ahmedabad,BIITS Raipur,2nd,Artificial Intelligence,Whatsapp
LD12805,Raipur,BIITS Raipur,4th,Robotics,Google Form
LD12806,Ahmedabad,IIT Delhi,1st,Human Resource,Linkedin
LD12807,Delhi,IIM A,1st,Finance,Instagram
LD12808,Raipur,IIM Bangalore,3rd,Artificial Intelligence,Linkedin
LD12809,Hyderabad,IIM A,4th,Human Resource,Linkedin
LD12810,Ahmedabad,Ramdeobaba Univerisity,2nd,Artificial Intelligence,College Colloboration
LD12811,Nagpur,IIM Bangalore,2nd,Data Science,College Colloboration
LD12812,Mumbai,IIM Bangalore,1st,Computer Science,Whatsapp
LD12813,Delhi,Ramdeobaba Univerisity,3rd,Robotics,Google Form
LD12814,Ahmedabad,VNIT Nagpur,4th,Human Resource,College Colloboration
LD12815,Bangalore,IIM A,4th,Human Resource,College Colloboration
LD12816,Bangalore,IIIT Hyderabad,2nd,Data Science,Google Form
LD12817,Nagpur,IIT Bombay,1st,Data Science,Whatsapp
LD12818,Hyderabad,IIIT Hyderabad,2nd,Artificial Intelligence,College Colloboration
LD12819,Delhi,IIT Delhi,4th,Data Science,College Colloboration
LD12820,Delhi,IIT Bombay,1st,Computer Science,Instagram
LD12821,Mumbai,VNIT Nagpur,1st,Finance,Google Form
LD12822,Hyderabad,IIT Bombay,4th,Artificial Intelligence,College Colloboration
LD12823,Ahmedabad,IIM Bangalore,2nd,Robotics,Instagram
LD12824,Hyderabad,IIT Bombay,1st,Finance,Google Form
LD12825,Nagpur,IIT Bombay,3rd,Human Resource,College Colloboration
LD12826,Raipur,BIITS Raipur,2nd,Artificial Intelligence,Instagram
LD12827,Nagpur,VNIT Nagpur,3rd,Data Science,College Colloboration
LD12828,Raipur,IIM A,3rd,Robotics,Whatsapp
LD12829,Mumbai,IIM A,2nd,Artificial Intelligence,Google Form
LD12830,Hyderabad,BIITS Raipur,4th,Computer Science,Linkedin
LD12831,Raipur,IIM A,4th,Data Science,Google Form
LD12832,Hyderabad,BIITS Raipur,1st,Data Science,College Colloboration
LD12833,Delhi,IIIT Hyderabad,3rd,Data Science,Linkedin
LD12834,Raipur,BIITS Raipur,1st,Computer Science,Whatsapp
LD12835,Raipur,IIIT Hyderabad,2nd,Artificial Intelligence,College Colloboration
LD12836,Nagpur,IIIT Hyderabad,3rd,Data Science,Linkedin
LD12837,Delhi,IIT Bombay,4th,Human Resource,Instagram
LD12838,Raipur,BIITS Raipur,3rd,Artificial Intelligence,College Colloboration
LD12839,Bangalore,IIT Bombay,2nd,Data Science,Whatsapp
LD12840,Delhi,IIT Delhi,3rd,Artificial Intelligence,Google Form
LD12841,Raipur,IIT Bombay,4th,Data Science,Google Form
LD12842,Nagpur,IIT Bombay,4th,Human Resource,College Colloboration
LD12843,Mumbai,BIITS Raipur,1st,Finance,Instagram
LD12844,Ahmedabad,VNIT Nagpur,2nd,Finance,Google Form
LD12845,Delhi,BIITS Raipur,3rd,Data Science,Linkedin
LD12846,Bangalore,IIM A,4th,Finance,Linkedin
LD12847,Ahmedabad,IIT Bombay,4th,Finance,Whatsapp
LD12848,Hyderabad,IIM A,3rd,Robotics,Instagram
LD12849,Nagpur,IIIT Hyderabad,4th,Robotics,College Colloboration
LD12850,Nagpur,BIITS Raipur,2nd,Computer Science,Instagram
LD12851,Ahmedabad,IIM A,4th,Computer Science,Linkedin
LD12852,Hyderabad,IIM A,3rd,Human Resource,Whatsapp
LD12853,Mumbai,IIM Bangalore,4th,Artificial Intelligence,College Colloboration
LD12854,Raipur,VNIT Nagpur,3rd,Artificial Intelligence,College Colloboration
LD12855,Nagpur,IIM A,4th,Data Science,College Colloboration
LD12856,Nagpur,VNIT Nagpur,4th,Data Science,Instagram
LD12857,Nagpur,IIT Delhi,1st,Artificial Intelligence,Whatsapp
LD12858,Bangalore,IIM Bangalore,2nd,Finance,Google Form
LD12859,Delhi,Ramdeobaba Univerisity,3rd,Robotics,Whatsapp
LD12860,Hyderabad,IIM A,2nd,Computer Science,Instagram
LD12861,Delhi,VNIT Nagpur,1st,Data Science,Instagram
LD12862,Hyderabad,IIT Delhi,2nd,Human Resource,Google Form
LD12863,Mumbai,VNIT Nagpur,2nd,Finance,Google Form
LD12864,Mumbai,IIT Delhi,2nd,Data Science,Linkedin
LD12865,Delhi,IIT Delhi,3rd,Human Resource,Google Form
LD12866,Raipur,BIITS Raipur,1st,Human Resource,Linkedin
LD12867,Hyderabad,IIT Bombay,4th,Robotics,Instagram
LD12868,Ahmedabad,IIIT Hyderabad,2nd,Robotics,Whatsapp
LD12869,Mumbai,IIT Delhi,1st,Finance,Google Form
LD12870,Bangalore,IIT Delhi,3rd,Human Resource,Linkedin
LD12871,Bangalore,IIM Bangalore,2nd,Finance,College Colloboration
LD12872,Bangalore,IIM Bangalore,1st,Artificial Intelligence,Linkedin
LD12873,Ahmedabad,IIM Bangalore,3rd,Human Resource,Instagram
LD12874,Hyderabad,IIM Bangalore,2nd,Robotics,College Colloboration
LD12875,Mumbai,IIM A,4th,Finance,College Colloboration
LD12876,Ahmedabad,BIITS Raipur,2nd,Human Resource,College Colloboration
LD12877,Mumbai,IIT Delhi,2nd,Robotics,Google Form
LD12878,Bangalore,IIT Delhi,1st,Data Science,Whatsapp
LD12879,Ahmedabad,VNIT Nagpur,2nd,Artificial Intelligence,College Colloboration
LD12880,Bangalore,IIM Bangalore,2nd,Computer Science,Whatsapp
LD12881,Raipur,IIT Bombay,2nd,Artificial Intelligence,Whatsapp
LD12882,Mumbai,BIITS Raipur,3rd,Human Resource,Whatsapp
LD12883,Ahmedabad,IIIT Hyderabad,3rd,Finance,College Colloboration
LD12884,Ahmedabad,IIT Delhi,1st,Finance,Whatsapp
LD12885,Ahmedabad,IIIT Hyderabad,1st,Robotics,Whatsapp
LD12886,Nagpur,IIM A,2nd,Robotics,Google Form
LD12887,Mumbai,BIITS Raipur,2nd,Computer Science,Linkedin
LD12888,Ahmedabad,Ramdeobaba Univerisity,1st,Computer Science,Linkedin
LD12889,Mumbai,BIITS Raipur,4th,Human Resource,Whatsapp
LD12890,Hyderabad,IIT Delhi,2nd,Human Resource,Whatsapp
LD12891,Hyderabad,VNIT Nagpur,3rd,Human Resource,Linkedin
LD12892,Hyderabad,IIIT Hyderabad,2nd,Artificial Intelligence,College Colloboration
LD12893,Bangalore,Ramdeobaba Univerisity,4th,Artificial Intelligence,College Colloboration
LD12894,Raipur,IIM Bangalore,2nd,Finance,Whatsapp
LD12895,Mumbai,IIM Bangalore,4th,Robotics,Linkedin
LD12896,Hyderabad,VNIT Nagpur,3rd,Artificial Intelligence,College Colloboration
LD12897,Raipur,IIIT Hyderabad,1st,Robotics,College Colloboration
LD12898,Raipur,VNIT Nagpur,2nd,Finance,Whatsapp
LD12899,Mumbai,IIM Bangalore,2nd,Finance,Instagram
LD12900,Delhi,IIIT Hyderabad,4th,Computer Science,Google Form
LD12901,Bangalore,VNIT Nagpur,4th,Artificial Intelligence,Linkedin
LD12902,Hyderabad,IIIT Hyderabad,4th,Robotics,Google Form
LD12903,Nagpur,BIITS Raipur,4th,Finance,Google Form
LD12904,Ahmedabad,IIM Bangalore,4th,Data Science,College Colloboration
LD12905,Raipur,IIM A,2nd,Artificial Intelligence,Linkedin
LD12906,Bangalore,IIM Bangalore,3rd,Data Science,Instagram
LD12907,Nagpur,VNIT Nagpur,2nd,Computer Science,Google Form
LD12908,Raipur,BIITS Raipur,2nd,Computer Science,Linkedin
LD12909,Ahmedabad,IIT Bombay,4th,Finance,Linkedin
LD12910,Hyderabad,IIT Bombay,1st,Robotics,Google Form
LD12911,Raipur,IIT Delhi,3rd,Human Resource,Google Form
LD12912,Delhi,VNIT Nagpur,1st,Human Resource,Google Form
LD12913,Bangalore,BIITS Raipur,2nd,Computer Science,Linkedin
LD12914,Bangalore,IIIT Hyderabad,2nd,Human Resource,Linkedin
LD12915,Nagpur,IIM A,4th,Finance,Linkedin
LD12916,Bangalore,IIM Bangalore,2nd,Artificial Intelligence,College Colloboration
LD12917,Ahmedabad,IIM A,3rd,Robotics,Whatsapp
LD12918,Delhi,IIIT Hyderabad,2nd,Finance,College Colloboration
LD12919,Raipur,VNIT Nagpur,1st,Computer Science,Google Form
LD12920,Delhi,IIT Delhi,1st,Computer Science,Google Form
LD12921,Hyderabad,BIITS Raipur,4th,Artificial Intelligence,College Colloboration
LD12922,Bangalore,IIM Bangalore,3rd,Artificial Intelligence,College Colloboration
LD12923,Delhi,IIM Bangalore,1st,Data Science,Instagram
LD12924,Mumbai,IIT Delhi,2nd,Robotics,Google Form
LD12925,Mumbai,IIIT Hyderabad,1st,Robotics,Whatsapp
LD12926,Mumbai,IIT Bombay,2nd,Computer Science,College Colloboration
LD12927,Delhi,IIIT Hyderabad,3rd,Human Resource,Linkedin
LD12928,Raipur,VNIT Nagpur,1st,Computer Science,Whatsapp
LD12929,Mumbai,IIIT Hyderabad,4th,Data Science,Instagram
LD12930,Bangalore,IIT Bombay,2nd,Finance,Whatsapp
LD12931,Nagpur,IIM Bangalore,4th,Data Science,College Colloboration
LD12932,Bangalore,IIM Bangalore,4th,Data Science,Whatsapp
LD12933,Bangalore,IIT Delhi,3rd,Computer Science,College Colloboration
LD12934,Ahmedabad,IIM A,2nd,Robotics,Linkedin
LD12935,Bangalore,VNIT Nagpur,3rd,Data Science,College Colloboration
LD12936,Raipur,BIITS Raipur,4th,Finance,Whatsapp
LD12937,Raipur,IIT Delhi,2nd,Data Science,Instagram
LD12938,Ahmedabad,Ramdeobaba Univerisity,1st,Human Resource,Google Form
LD12939,Nagpur,BIITS Raipur,4th,Human Resource,Whatsapp
LD12940,Nagpur,VNIT Nagpur,3rd,Finance,Whatsapp
LD12941,Mumbai,IIIT Hyderabad,3rd,Robotics,Instagram
LD12942,Raipur,BIITS Raipur,3rd,Finance,Linkedin
LD12943,Hyderabad,VNIT Nagpur,2nd,Data Science,College Colloboration
LD12944,Nagpur,IIIT Hyderabad,1st,Robotics,Google Form
LD12945,Bangalore,VNIT Nagpur,2nd,Human Resource,Google Form
LD12946,Hyderabad,Ramdeobaba Univerisity,1st,Data Science,Whatsapp
LD12947,Ahmedabad,IIT Delhi,3rd,Human Resource,Google Form
LD12948,Hyderabad,IIM A,4th,Computer Science,Whatsapp
LD12949,Nagpur,BIITS Raipur,1st,Artificial Intelligence,Instagram
LD12950,Nagpur,IIT Delhi,4th,Human Resource,Linkedin
LD12951,Delhi,Ramdeobaba Univerisity,4th,Robotics,Whatsapp
LD12952,Nagpur,BIITS Raipur,4th,Human Resource,Linkedin
LD12953,Hyderabad,VNIT Nagpur,2nd,Finance,Whatsapp
LD12954,Ahmedabad,Ramdeobaba Univerisity,4th,Artificial Intelligence,Google Form
LD12955,Bangalore,IIM Bangalore,1st,Human Resource,Linkedin
LD12956,Ahmedabad,IIIT Hyderabad,4th,Finance,Instagram
LD12957,Mumbai,IIT Delhi,1st,Artificial Intelligence,Google Form
LD12958,Raipur,IIT Bombay,4th,Human Resource,Google Form
LD12959,Mumbai,IIM Bangalore,4th,Human Resource,Linkedin
LD12960,Raipur,BIITS Raipur,1st,Data Science,Whatsapp
LD12961,Ahmedabad,IIM Bangalore,1st,Artificial Intelligence,College Colloboration
LD12962,Ahmedabad,IIM A,1st,Data Science,Google Form
LD12963,Hyderabad,IIM A,2nd,Artificial Intelligence,Google Form
LD12964,Bangalore,IIM A,1st,Finance,Google Form
LD12965,Raipur,IIM A,1st,Artificial Intelligence,Instagram
LD12966,Ahmedabad,BIITS Raipur,1st,Finance,Whatsapp
LD12967,Mumbai,VNIT Nagpur,1st,Data Science,College Colloboration
LD12968,Raipur,IIIT Hyderabad,3rd,Computer Science,Linkedin
LD12969,Ahmedabad,IIM Bangalore,4th,Computer Science,Instagram
LD12970,Ahmedabad,IIM Bangalore,4th,Data Science,Instagram
LD12971,Ahmedabad,IIT Delhi,1st,Human Resource,College Colloboration
LD12972,Bangalore,Ramdeobaba Univerisity,3rd,Computer Science,Google Form
LD12973,Bangalore,BIITS Raipur,2nd,Computer Science,Google Form
LD12974,Raipur,IIM A,1st,Robotics,Linkedin
LD12975,Ahmedabad,IIM A,4th,Human Resource,Linkedin
LD12976,Hyderabad,IIM A,4th,Robotics,College Colloboration
LD12977,Bangalore,IIT Bombay,4th,Finance,Instagram
LD12978,Raipur,IIT Bombay,2nd,Artificial Intelligence,Linkedin
LD12979,Hyderabad,Ramdeobaba Univerisity,1st,Artificial Intelligence,Linkedin
LD12980,Raipur,BIITS Raipur,1st,Computer Science,College Colloboration
LD12981,Bangalore,IIM Bangalore,3rd,Computer Science,College Colloboration
LD12982,Raipur,IIIT Hyderabad,3rd,Human Resource,Whatsapp
LD12983,Bangalore,IIM A,1st,Robotics,College Colloboration
LD12984,Ahmedabad,BIITS Raipur,3rd,Artificial Intelligence,Instagram
LD12985,Ahmedabad,IIT Bombay,2nd,Computer Science,Whatsapp
LD12986,Delhi,VNIT Nagpur,1st,Computer Science,Whatsapp
LD12987,Ahmedabad,BIITS Raipur,4th,Computer Science,College Colloboration
LD12988,Delhi,Ramdeobaba Univerisity,4th,Artificial Intelligence,Linkedin
LD12989,Delhi,IIM Bangalore,2nd,Finance,Whatsapp
LD12990,Mumbai,IIIT Hyderabad,2nd,Data Science,Instagram
LD12991,Hyderabad,IIT Bombay,1st,Artificial Intelligence,Whatsapp
LD12992,Raipur,VNIT Nagpur,2nd,Robotics,College Colloboration
LD12993,Bangalore,IIM A,1st,Robotics,Linkedin
LD12994,Ahmedabad,IIM A,3rd,Robotics,Whatsapp
LD12995,Nagpur,IIIT Hyderabad,3rd,Computer Science,College Colloboration
LD12996,Ahmedabad,IIM A,1st,Computer Science,Whatsapp
LD12997,Raipur,BIITS Raipur,3rd,Artificial Intelligence,Linkedin
LD12998,Nagpur,VNIT Nagpur,4th,Data Science,Google Form
LD12999,Ahmedabad,IIIT Hyderabad,2nd,Data Science,Instagram
LD13000,Delhi,IIIT Hyderabad,4th,Robotics,Instagram
LD13001,Raipur,IIT Bombay,2nd,Artificial Intelligence,Linkedin
LD13002,Nagpur,IIM Bangalore,4th,Human Resource,College Colloboration
LD13003,Mumbai,IIIT Hyderabad,3rd,Artificial Intelligence,Linkedin
LD13004,Nagpur,IIM Bangalore,4th,Finance,Google Form
LD13005,Mumbai,IIM A,2nd,Artificial Intelligence,College Colloboration
LD13006,Hyderabad,IIM Bangalore,3rd,Human Resource,Linkedin
LD13007,Ahmedabad,BIITS Raipur,1st,Finance,Google Form
LD13008,Ahmedabad,IIM A,2nd,Robotics,College Colloboration
LD13009,Mumbai,BIITS Raipur,1st,Artificial Intelligence,College Colloboration
LD13010,Raipur,BIITS Raipur,2nd,Human Resource,Whatsapp
LD13011,Delhi,VNIT Nagpur,2nd,Robotics,College Colloboration
LD13012,Bangalore,VNIT Nagpur,1st,Data Science,Linkedin
LD13013,Bangalore,IIIT Hyderabad,4th,Human Resource,Linkedin
LD13014,Nagpur,IIM Bangalore,3rd,Data Science,Instagram
LD13015,Delhi,Ramdeobaba Univerisity,2nd,Robotics,Google Form
LD13016,Bangalore,VNIT Nagpur,1st,Human Resource,Google Form
LD13017,Delhi,IIM A,1st,Human Resource,Whatsapp
LD13018,Ahmedabad,IIT Bombay,2nd,Artificial Intelligence,Whatsapp
LD13019,Nagpur,IIIT Hyderabad,2nd,Robotics,College Colloboration
LD13020,Delhi,BIITS Raipur,2nd,Robotics,Whatsapp
LD13021,Raipur,VNIT Nagpur,3rd,Artificial Intelligence,Instagram
LD13022,Hyderabad,IIT Delhi,3rd,Artificial Intelligence,Linkedin
LD13023,Hyderabad,BIITS Raipur,3rd,Computer Science,Whatsapp
LD13024,Raipur,BIITS Raipur,4th,Finance,Linkedin
LD13025,Ahmedabad,Ramdeobaba Univerisity,4th,Data Science,Linkedin
LD13026,Hyderabad,IIT Delhi,4th,Computer Science,Instagram
LD13027,Hyderabad,Ramdeobaba Univerisity,1st,Finance,Google Form
LD13028,Nagpur,VNIT Nagpur,4th,Computer Science,Linkedin
LD13029,Delhi,IIM Bangalore,3rd,Finance,Whatsapp
LD13030,Ahmedabad,IIT Bombay,3rd,Computer Science,Linkedin
LD13031,Raipur,IIT Bombay,4th,Data Science,Linkedin
LD13032,Raipur,IIM Bangalore,3rd,Robotics,Whatsapp
LD13033,Mumbai,Ramdeobaba Univerisity,3rd,Data Science,Instagram
LD13034,Bangalore,IIT Delhi,2nd,Computer Science,Instagram
LD13035,Ahmedabad,IIT Bombay,4th,Artificial Intelligence,Whatsapp
LD13036,Hyderabad,IIM Bangalore,4th,Artificial Intelligence,Instagram
LD13037,Bangalore,BIITS Raipur,1st,Human Resource,Instagram
LD13038,Delhi,IIM Bangalore,3rd,Computer Science,Google Form
LD13039,Ahmedabad,VNIT Nagpur,2nd,Computer Science,Whatsapp
LD13040,Mumbai,IIM Bangalore,2nd,Human Resource,College Colloboration
LD13041,Delhi,Ramdeobaba Univerisity,4th,Robotics,Instagram
LD13042,Delhi,IIIT Hyderabad,3rd,Data Science,College Colloboration
LD13043,Ahmedabad,IIM Bangalore,3rd,Computer Science,Linkedin
LD13044,Mumbai,IIIT Hyderabad,2nd,Artificial Intelligence,Whatsapp
LD13045,Ahmedabad,Ramdeobaba Univerisity,1st,Robotics,Instagram
LD13046,Hyderabad,IIM A,1st,Computer Science,College Colloboration
LD13047,Hyderabad,VNIT Nagpur,2nd,Computer Science,Whatsapp
LD13048,Mumbai,IIM Bangalore,2nd,Data Science,Whatsapp
LD13049,Nagpur,Ramdeobaba Univerisity,4th,Finance,Google Form
LD13050,Delhi,IIT Delhi,4th,Human Resource,Whatsapp
LD13051,Raipur,VNIT Nagpur,1st,Artificial Intelligence,College Colloboration
LD13052,Raipur,IIT Bombay,3rd,Robotics,Instagram
LD13053,Bangalore,IIT Bombay,4th,Computer Science,Linkedin
LD13054,Nagpur,IIIT Hyderabad,3rd,Computer Science,College Colloboration
LD13055,Raipur,IIT Bombay,1st,Computer Science,Linkedin
LD13056,Mumbai,IIIT Hyderabad,2nd,Data Science,Linkedin
LD13057,Bangalore,IIT Delhi,1st,Data Science,Google Form
LD13058,Hyderabad,IIT Delhi,4th,Robotics,Linkedin
LD13059,Bangalore,BIITS Raipur,3rd,Computer Science,College Colloboration
LD13060,Mumbai,Ramdeobaba Univerisity,2nd,Human Resource,Linkedin
LD13061,Ahmedabad,BIITS Raipur,2nd,Robotics,College Colloboration
LD13062,Mumbai,BIITS Raipur,4th,Data Science,Instagram
LD13063,Bangalore,IIT Bombay,2nd,Computer Science,Linkedin
LD13064,Ahmedabad,Ramdeobaba Univerisity,1st,Human Resource,Instagram
LD13065,Nagpur,IIM A,3rd,Finance,Whatsapp
LD13066,Raipur,BIITS Raipur,2nd,Artificial Intelligence,Whatsapp
LD13067,Bangalore,IIM A,3rd,Artificial Intelligence,Instagram
LD13068,Bangalore,IIM A,1st,Computer Science,Instagram
LD13069,Raipur,IIT Bombay,4th,Computer Science,Linkedin
LD13070,Delhi,IIT Bombay,4th,Computer Science,Google Form
LD13071,Ahmedabad,Ramdeobaba Univerisity,2nd,Artificial Intelligence,Google Form
LD13072,Bangalore,IIM A,1st,Artificial Intelligence,Instagram
LD13073,Ahmedabad,BIITS Raipur,4th,Finance,Google Form
LD13074,Nagpur,BIITS Raipur,2nd,Human Resource,Linkedin
LD13075,Nagpur,IIIT Hyderabad,1st,Computer Science,College Colloboration
LD13076,Delhi,IIIT Hyderabad,1st,Data Science,Instagram
LD13077,Bangalore,IIM A,3rd,Robotics,Linkedin
LD13078,Hyderabad,IIIT Hyderabad,2nd,Human Resource,College Colloboration
LD13079,Ahmedabad,Ramdeobaba Univerisity,4th,Artificial Intelligence,Linkedin
LD13080,Raipur,IIM Bangalore,4th,Human Resource,Whatsapp
LD13081,Bangalore,Ramdeobaba Univerisity,3rd,Artificial Intelligence,Whatsapp
LD13082,Bangalore,VNIT Nagpur,2nd,Robotics,Instagram
LD13083,Nagpur,VNIT Nagpur,4th,Finance,College Colloboration
LD13084,Mumbai,IIT Delhi,3rd,Human Resource,Whatsapp
LD13085,Raipur,IIM Bangalore,1st,Human Resource,College Colloboration
LD13086,Hyderabad,IIM Bangalore,3rd,Finance,Linkedin
LD13087,Ahmedabad,IIT Delhi,3rd,Finance,Google Form
LD13088,Bangalore,IIT Delhi,1st,Artificial Intelligence,College Colloboration
LD13089,Delhi,VNIT Nagpur,3rd,Robotics,College Colloboration
LD13090,Raipur,BIITS Raipur,3rd,Artificial Intelligence,Instagram
LD13091,Bangalore,BIITS Raipur,1st,Computer Science,Google Form
LD13092,Hyderabad,IIM Bangalore,3rd,Computer Science,Linkedin
LD13093,Ahmedabad,IIT Bombay,4th,Computer Science,Google Form
LD13094,Ahmedabad,IIIT Hyderabad,4th,Finance,Linkedin
LD13095,Delhi,IIIT Hyderabad,1st,Data Science,Instagram
LD13096,Nagpur,IIIT Hyderabad,4th,Data Science,College Colloboration
LD13097,Raipur,IIM Bangalore,1st,Artificial Intelligence,Linkedin
LD13098,Bangalore,IIT Bombay,3rd,Data Science,Instagram
LD13099,Mumbai,Ramdeobaba Univerisity,2nd,Robotics,Instagram
LD13100,Mumbai,IIT Bombay,1st,Computer Science,Instagram
LD13101,Nagpur,IIM A,2nd,Artificial Intelligence,College Colloboration
LD13102,Nagpur,VNIT Nagpur,1st,Computer Science,Google Form
LD13103,Mumbai,IIM Bangalore,4th,Finance,Instagram
LD13104,Raipur,IIT Bombay,3rd,Artificial Intelligence,Google Form
LD13105,Ahmedabad,BIITS Raipur,1st,Robotics,College Colloboration
LD13106,Mumbai,BIITS Raipur,1st,Computer Science,Instagram
LD13107,Ahmedabad,IIT Delhi,1st,Finance,Linkedin
LD13108,Hyderabad,BIITS Raipur,2nd,Robotics,College Colloboration
LD13109,Bangalore,BIITS Raipur,2nd,Data Science,Instagram
LD13110,Raipur,IIT Delhi,4th,Data Science,College Colloboration
LD13111,Mumbai,IIT Bombay,3rd,Computer Science,Google Form
LD13112,Raipur,Ramdeobaba Univerisity,2nd,Data Science,Google Form
LD13113,Raipur,IIIT Hyderabad,2nd,Robotics,Whatsapp
LD13114,Bangalore,IIIT Hyderabad,2nd,Human Resource,Google Form
LD13115,Ahmedabad,IIT Delhi,3rd,Computer Science,Linkedin
LD13116,Bangalore,IIM Bangalore,2nd,Robotics,Whatsapp
LD13117,Mumbai,Ramdeobaba Univerisity,3rd,Finance,Google Form
LD13118,Mumbai,IIIT Hyderabad,4th,Data Science,Linkedin
LD13119,Bangalore,IIM Bangalore,1st,Human Resource,Linkedin
LD13120,Nagpur,BIITS Raipur,1st,Robotics,Linkedin
LD13121,Nagpur,IIT Bombay,4th,Computer Science,Linkedin
